#class tools::wcsv::ntuple
#title Optical Photon Hits
#separator 44
#vector_separator 59
#column double Energy
#column double GlobalTime
2.5e-06,1.50401
2.5e-06,0.540462
2.5e-06,1.14219
2.5e-06,5.82602
2.5e-06,4.79274
2.5e-06,2.41692
2.5e-06,2.99956
2.5e-06,2.26561
2.5e-06,1.54851
2.5e-06,0.535726
2.5e-06,3.4605
2.5e-06,0.956006
2.5e-06,3.89568
2.5e-06,6.3876
2.5e-06,0.77838
2.5e-06,10.4079
2.5e-06,1.76869
2.5e-06,0.556631
2.5e-06,4.0381
2.5e-06,2.0552
2.5e-06,9.27203
2.5e-06,3.51317
2.5e-06,6.73217
2.5e-06,5.99971
2.5e-06,0.800298
2.5e-06,0.539174
2.5e-06,2.02484
2.5e-06,0.817857
2.5e-06,1.88446
2.5e-06,0.610076
2.5e-06,3.52742
2.5e-06,4.72732
2.5e-06,0.833184
2.5e-06,1.70412
2.5e-06,2.93163
2.5e-06,1.79645
2.5e-06,0.555623
2.5e-06,2.9039
2.5e-06,0.718563
2.5e-06,0.515495
2.5e-06,2.18151
2.5e-06,5.14047
2.5e-06,3.92602
2.5e-06,4.00083
2.5e-06,3.46094
2.5e-06,1.33432
2.5e-06,1.00178
2.5e-06,1.71285
2.5e-06,3.35249
2.5e-06,8.37389
2.5e-06,13.3689
2.5e-06,0.930678
2.5e-06,3.84119
2.5e-06,1.72107
2.5e-06,3.55419
2.5e-06,3.08827
2.5e-06,2.03516
2.5e-06,12.2956
2.5e-06,2.77951
2.5e-06,0.741288
2.5e-06,1.0454
2.5e-06,1.78475
2.5e-06,5.90794
2.5e-06,3.20432
2.5e-06,1.96026
2.5e-06,3.47923
2.5e-06,2.85964
2.5e-06,0.554592
2.5e-06,6.06939
2.5e-06,3.65028
2.5e-06,0.540732
2.5e-06,2.72805
2.5e-06,2.5336
2.5e-06,1.9612
2.5e-06,6.39499
2.5e-06,2.14562
2.5e-06,0.523685
2.5e-06,0.901358
2.5e-06,2.70902
2.5e-06,1.43951
2.5e-06,1.28764
2.5e-06,6.37858
2.5e-06,3.59131
2.5e-06,0.603413
2.5e-06,2.43644
2.5e-06,1.23539
2.5e-06,2.42185
2.5e-06,2.15947
2.5e-06,1.09091
2.5e-06,0.840069
2.5e-06,9.03673
2.5e-06,0.529009
2.5e-06,8.23299
2.5e-06,1.67018
2.5e-06,4.8628
2.5e-06,3.32077
2.5e-06,0.545015
2.5e-06,0.966439
2.5e-06,7.04942
2.5e-06,3.64031
2.5e-06,2.41182
2.5e-06,3.68538
2.5e-06,1.0904
2.5e-06,5.11677
2.5e-06,3.29137
2.5e-06,1.66892
2.5e-06,0.786922
2.5e-06,2.55525
2.5e-06,1.61225
2.5e-06,0.740734
2.5e-06,1.02934
2.5e-06,1.26983
2.5e-06,4.1116
2.5e-06,1.44024
2.5e-06,6.27318
2.5e-06,1.45935
2.5e-06,12.9783
2.5e-06,1.31003
2.5e-06,0.615495
2.5e-06,8.82163
2.5e-06,1.67564
2.5e-06,6.13592
2.5e-06,0.675624
2.5e-06,1.01804
2.5e-06,0.524729
2.5e-06,4.19189
2.5e-06,2.05761
2.5e-06,0.692961
2.5e-06,8.44734
2.5e-06,5.00332
2.5e-06,0.515674
2.5e-06,9.01943
2.5e-06,0.539045
2.5e-06,0.555835
2.5e-06,1.00738
2.5e-06,2.75093
2.5e-06,0.5419
2.5e-06,1.77896
2.5e-06,4.79486
2.5e-06,1.78245
2.5e-06,0.519546
2.5e-06,0.551959
2.5e-06,0.842242
2.5e-06,1.85516
2.5e-06,4.3703
2.5e-06,16.4217
2.5e-06,4.53012
2.5e-06,1.04662
2.5e-06,9.39043
2.5e-06,1.09199
2.5e-06,3.29079
2.5e-06,1.66556
2.5e-06,8.26528
2.5e-06,0.686708
2.5e-06,3.87097
2.5e-06,3.2291
2.5e-06,0.527949
2.5e-06,3.84053
2.5e-06,1.6779
2.5e-06,7.64106
2.5e-06,0.527004
2.5e-06,0.949864
2.5e-06,0.696841
2.5e-06,1.8029
2.5e-06,1.68214
2.5e-06,0.545555
2.5e-06,1.1182
2.5e-06,2.09262
2.5e-06,0.776273
2.5e-06,6.34782
2.5e-06,7.15037
2.5e-06,6.02773
2.5e-06,8.88146
2.5e-06,0.677007
2.5e-06,0.51691
2.5e-06,2.48731
2.5e-06,3.46539
2.5e-06,3.25505
2.5e-06,2.93029
2.5e-06,1.96466
2.5e-06,0.542851
2.5e-06,1.89525
2.5e-06,1.03559
2.5e-06,1.85731
2.5e-06,1.08011
2.5e-06,2.25355
2.5e-06,2.18435
2.5e-06,3.56772
2.5e-06,6.86685
2.5e-06,6.36023
2.5e-06,1.53083
2.5e-06,5.05494
2.5e-06,0.715779
2.5e-06,9.61409
2.5e-06,2.91054
2.5e-06,0.521079
