#class tools::wcsv::ntuple
#title Optical Photon Hits
#separator 44
#vector_separator 59
#column double Energy
#column double GlobalTime
2.5e-06,1.35969
2.5e-06,1.77901
2.5e-06,2.01736
2.5e-06,0.521761
2.5e-06,9.82528
2.5e-06,1.48287
2.5e-06,0.860241
2.5e-06,1.53733
2.5e-06,2.13655
2.5e-06,3.71863
2.5e-06,0.527563
2.5e-06,1.5885
2.5e-06,1.14281
2.5e-06,5.92503
2.5e-06,5.27492
2.5e-06,1.54979
2.5e-06,7.43613
2.5e-06,5.46107
2.5e-06,1.79524
2.5e-06,3.76872
2.5e-06,2.28769
2.5e-06,1.53408
2.5e-06,4.73486
2.5e-06,5.32815
2.5e-06,3.42712
2.5e-06,2.37379
2.5e-06,6.38693
2.5e-06,3.80405
2.5e-06,0.881127
2.5e-06,4.60836
2.5e-06,1.70199
2.5e-06,0.959862
2.5e-06,1.83527
2.5e-06,5.56665
2.5e-06,1.36075
2.5e-06,3.57613
2.5e-06,0.838875
2.5e-06,1.27465
2.5e-06,2.654
2.5e-06,1.46801
2.5e-06,3.457
2.5e-06,9.4747
2.5e-06,0.660847
2.5e-06,8.50824
2.5e-06,1.44381
2.5e-06,0.908692
2.5e-06,2.4138
2.5e-06,5.33541
2.5e-06,0.778531
2.5e-06,1.82998
2.5e-06,3.22715
2.5e-06,6.87471
2.5e-06,0.953988
2.5e-06,8.46156
2.5e-06,2.17983
2.5e-06,2.8608
2.5e-06,2.0022
2.5e-06,1.59463
2.5e-06,2.81844
2.5e-06,1.84969
2.5e-06,2.75933
2.5e-06,0.727368
2.5e-06,0.859124
2.5e-06,0.603658
2.5e-06,2.45199
2.5e-06,1.87094
2.5e-06,12.5097
2.5e-06,10.1454
2.5e-06,0.514858
2.5e-06,8.13321
2.5e-06,10.4145
2.5e-06,3.01643
2.5e-06,0.90077
2.5e-06,0.538885
2.5e-06,0.919442
2.5e-06,3.03593
2.5e-06,2.47428
2.5e-06,4.37715
2.5e-06,3.742
2.5e-06,4.4832
2.5e-06,0.779114
2.5e-06,5.02731
2.5e-06,1.76816
2.5e-06,1.41719
2.5e-06,4.98981
2.5e-06,5.62524
2.5e-06,4.32892
2.5e-06,2.14877
2.5e-06,0.519773
2.5e-06,1.03782
2.5e-06,2.47823
2.5e-06,0.535149
2.5e-06,8.45295
2.5e-06,1.07989
2.5e-06,2.32792
2.5e-06,1.01408
2.5e-06,13.4918
2.5e-06,1.57004
2.5e-06,1.01394
2.5e-06,0.959349
2.5e-06,6.20209
2.5e-06,5.16749
2.5e-06,0.513967
2.5e-06,1.85042
2.5e-06,0.540661
2.5e-06,0.529688
2.5e-06,2.65607
2.5e-06,3.41204
2.5e-06,2.53235
2.5e-06,3.82089
2.5e-06,0.607269
2.5e-06,5.53351
2.5e-06,4.54786
2.5e-06,0.522565
2.5e-06,0.63891
2.5e-06,4.62271
2.5e-06,0.637517
2.5e-06,0.726502
2.5e-06,0.522552
2.5e-06,5.36494
2.5e-06,1.83805
2.5e-06,10.7804
2.5e-06,1.91745
2.5e-06,3.93763
2.5e-06,0.563035
2.5e-06,2.32854
2.5e-06,1.37082
2.5e-06,0.730169
2.5e-06,1.7846
2.5e-06,4.73614
2.5e-06,8.26589
2.5e-06,9.85955
2.5e-06,1.82951
2.5e-06,1.41157
2.5e-06,2.13263
2.5e-06,3.20917
2.5e-06,2.14444
2.5e-06,10.4613
2.5e-06,2.2506
2.5e-06,3.42608
2.5e-06,2.84165
2.5e-06,2.97645
